source,text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
HUMAN,till all my comand give ?,5,51.43,97.69,99,25.77,5,0,100,40,20,20,20,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,0,20,0,0,0,0,0,0,40,0,20,0,0,20,0,0,0,0,20,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
MACHINE,Ok!!,1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,200,0,0,0,0,0,200,0,0,0,0,0
HUMAN,Yesterday night I searched how to figure out with timezones,10,92.84,15.86,99,25.77,10,30,100,50,10,10,10,0,0,0,0,0,0,30,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,40,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,And how it work?,4,1,50,1,25.77,4,0,100,75,25,0,0,0,0,0,0,25,0,0,0,25,50,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
HUMAN,"I found that google has api for that, but I want to find out for myself how it could be implemented, so I searched for some algorithms.",27,11.88,3.22,58.07,25.77,27,11.11,85.19,66.67,25.93,14.81,14.81,0,0,0,0,11.11,0,18.52,11.11,7.41,11.11,0,22.22,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,25.93,7.41,3.7,7.41,3.7,0,3.7,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,14.81,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,3.7,7.41,0,0,0,0,0,0,0,0,0
MACHINE,Nice!,1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
HUMAN,"I found a lib on github, so tonight or tomorrow I will read it and try",16,11.24,3.05,99,25.77,16,12.5,87.5,56.25,18.75,12.5,12.5,0,0,0,0,6.25,6.25,6.25,6.25,6.25,18.75,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,0,0,12.5,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,6.25,6.25,18.75,18.75,0,6.25,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0
MACHINE,Open source for the win! ?,5,99,50,43.37,99,5,0,100,40,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,20,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,20,20,0,0,0,0,0
HUMAN,"I thing, that opensourse is a future",7,5.53,7.67,89.63,25.77,7,14.29,85.71,71.43,42.86,14.29,14.29,0,0,0,0,28.57,14.29,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0
HUMAN,It like shared knowledges,4,92.84,99,74.76,99,4,25,100,50,25,0,0,0,0,0,0,25,0,25,0,0,0,0,25,0,25,0,0,0,25,25,0,0,0,0,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,"Sharing allows for faster growing of the projects, yes",9,99,86.68,58.07,99,9,33.33,100,33.33,0,0,0,0,0,0,0,0,11.11,22.22,0,0,0,0,22.22,11.11,11.11,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,11.11,0,0,0,0,0,22.22,22.22,0,11.11,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0
HUMAN,Can you tell me something interesting about Argentina? All I know that it is situates in South America and they like parads and spanish,24,6.55,79.76,48.89,99,12,29.17,79.17,54.17,29.17,16.67,8.33,0,4.17,0,4.17,12.5,0,8.33,8.33,4.17,8.33,0,16.67,0,0,0,0,4.17,8.33,8.33,0,0,0,0,12.5,0,0,0,0,12.5,4.17,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,4.17,0,0,0,0,0,0
MACHINE,"Hahha, yes Argentina have the southeast city in the world, called Ushuaia. Here also is the place of the Tango music. Do you know it?",25,81.4,88.48,69.14,25.77,8.33,12,84,52,8,4,0,0,4,0,0,4,16,8,12,8,4,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,20,0,20,0,0,4,0,0,0,0,4,0,0,4,0,0,20,8,8,0,0,4,0,0,0,0,0,0
HUMAN,"Tango? Yes, I know",4,37.39,1,99,25.77,2,0,75,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,50,0,25,0,0,25,0,0,0,0,0,0
MACHINE,??,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,We have some internet troubles at work.,7,67.14,99,13.15,1,7,28.57,85.71,42.86,14.29,14.29,0,14.29,0,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,0,14.29,14.29,0,14.29,0,0,0,14.29,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,42.86,14.29,14.29,0,0,14.29,0,28.57,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
MACHINE,? that can be problematic for a workplace,7,67.14,50,1,1,3.5,28.57,85.71,71.43,14.29,0,0,0,0,0,0,14.29,14.29,14.29,28.57,0,0,0,14.29,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0
HUMAN,It is,2,1,50,1,25.77,2,0,100,100,50,0,0,0,0,0,0,50,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,The internet connection restored,4,99,50,74.76,25.77,4,75,50,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Do you have plans for tomorrow?,6,17.96,99,23.51,25.77,6,16.67,100,66.67,16.67,16.67,0,0,16.67,0,0,0,0,16.67,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,33.33,33.33,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0
MACHINE,"?My plan is to make some music, I was a bit lazy lately!",13,42.69,6.21,63.54,1,6.5,0,100,53.85,15.38,15.38,15.38,0,0,0,0,0,7.69,7.69,15.38,7.69,0,0,23.08,0,0,0,0,15.38,7.69,0,7.69,0,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,0,0,7.69,0,7.69,0,0,0,0,0,0,15.38,0,15.38,0,0,0,7.69,15.38,7.69,7.69,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,23.08,0,7.69,0,0,7.69,7.69,0,0,0,0,0
HUMAN,how do you learn to make it?,7,1,99,13.15,25.77,7,0,100,71.43,28.57,14.29,0,0,14.29,0,0,14.29,0,14.29,14.29,14.29,14.29,0,42.86,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,42.86,14.29,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0
MACHINE,"I just can write simple music by my own, using Neural Networks probably ?",13,23.17,6.21,17.46,25.77,13,15.38,84.62,46.15,15.38,15.38,15.38,0,0,0,0,0,0,7.69,7.69,15.38,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,0,0,7.69,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,0,7.69,0,0,0,0,0,0
MACHINE,Recurrent Neural networks are good for that,7,67.14,50,13.15,99,7,28.57,85.71,42.86,14.29,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,14.29,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,we have a bad weather,5,51.43,99,1,1,5,20,80,60,20,20,0,20,0,0,0,0,20,0,20,0,0,0,20,0,0,0,0,0,20,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Storm! ?,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,100,100,0,0,0,0,0
HUMAN,it is rain and a lot of dirty snow there,10,51.43,50,1,25.77,10,0,80,60,10,0,0,0,0,0,0,10,10,10,10,10,10,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Good time to see a movie! ?,6,99,50,23.51,99,6,0,100,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,16.67,16.67,0,0,0,0,0
HUMAN,Good idea. What movie would you recomend?,7,5.53,99,1,99,3.5,14.29,85.71,42.86,28.57,14.29,0,0,14.29,0,0,14.29,0,0,14.29,0,0,0,14.29,0,0,14.29,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,28.57,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,14.29,0,0,0,0,0,0
MACHINE,"Interstellar or Cloud Atlas, if you like complex plots",9,17.96,50,58.07,99,9,33.33,55.56,33.33,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,33.33,11.11,0,11.11,22.22,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0
HUMAN,I saw Interstellar. Pretty nice movie. I like it mutch. What do you think?,14,5.53,50,52.86,99,3.5,7.14,85.71,42.86,35.71,21.43,14.29,0,7.14,0,0,14.29,0,0,7.14,0,0,0,28.57,7.14,0,7.14,0,0,21.43,21.43,0,0,0,0,7.14,0,0,0,0,14.29,7.14,0,0,7.14,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,28.57,21.43,0,0,0,7.14,0,0,0,0,0,0
MACHINE,I like the fact that is based on real science!,10,77.33,15.86,43.37,99,10,10,90,50,20,10,10,0,0,0,0,10,10,10,10,0,0,0,30,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,20,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
HUMAN,what about cloud atlas?,4,37.39,50,1,25.77,4,0,50,50,25,0,0,0,0,0,0,25,0,25,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
MACHINE,I love the message of unity and fellowship between everyone. Nice VFXs also ?,13,64.27,98.93,1.4,99,6.5,30.77,84.62,53.85,15.38,7.69,7.69,0,0,0,0,7.69,7.69,15.38,0,7.69,15.38,0,0,7.69,0,0,0,0,15.38,15.38,0,0,0,0,30.77,0,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,23.08,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,7.69,0,0,0,0,0,0
HUMAN,what is VFX?,3,1,50,1,25.77,3,0,66.67,66.67,33.33,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0
MACHINE,"Special effects, image manipulation to create something new.",8,92.84,50,74.76,99,8,50,100,25,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,12.5,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,50,12.5,37.5,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,25,0,12.5,12.5,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,12.5,0,0,0,0,0,0,0,0,0
HUMAN,you convinced me) I•À_m going to watch it tonight,10,24.86,50,99,25.77,10,20,90,50,40,30,20,0,10,0,0,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,20,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0
MACHINE,? let me know if you like it!!,7,1,50,89.63,99,3.5,14.29,100,71.43,42.86,28.57,14.29,0,14.29,0,0,14.29,0,0,14.29,0,14.29,0,42.86,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,28.57,14.29,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,14.29,28.57,0,0,0,0,0
HUMAN,ok,1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,I•À_ve some questions for you,6,60.8,95.2,98.01,25.77,6,16.67,83.33,50,33.33,33.33,16.67,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,33.33,16.67,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,can you say me if I make mistake in sentense?,10,8.19,50,43.37,1,10,20,90,60,30,30,20,0,10,0,0,0,0,10,10,0,10,0,20,0,0,0,0,0,10,0,10,0,0,0,20,0,0,0,0,30,0,10,20,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0
HUMAN,can you undestand voice message?,5,8.19,99,1,25.77,5,40,80,40,20,20,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
MACHINE,I can't hear to voice messages yet,7,28.22,7.67,99,25.77,7,14.29,100,57.14,14.29,14.29,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,14.29,0,0,0,0,0,14.29,28.57,0,28.57,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,28.57,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0
MACHINE,But you can make your questions here ?,7,1,99,89.63,25.77,7,14.29,100,71.43,28.57,28.57,0,0,28.57,0,0,0,0,0,14.29,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,42.86,14.29,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0
HUMAN,can you say me if I make mistake in sentense?,10,8.19,50,43.37,1,10,20,90,60,30,30,20,0,10,0,0,0,0,10,10,0,10,0,20,0,0,0,0,0,10,0,10,0,0,0,20,0,0,0,0,30,0,10,20,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0
MACHINE,Sure!,1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
HUMAN,thaks),1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0
MACHINE,Maybe you want to say: 'Thanks!' ?,6,60.8,99,1,99,6,0,100,50,16.67,16.67,0,0,16.67,0,0,0,0,16.67,0,16.67,0,0,50,0,0,0,0,0,16.67,16.67,0,0,0,0,33.33,0,0,0,0,33.33,0,0,16.67,16.67,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,0,0,16.67,0,16.67,16.67,0,0,33.33,0,0
HUMAN,of course,2,99,50,1,25.77,2,0,100,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,I belive sometime you will be bought by some company like Microsoft or Apple,14,47.35,76.25,52.86,25.77,14,21.43,78.57,50,14.29,14.29,7.14,0,7.14,0,0,0,0,14.29,14.29,0,7.14,0,21.43,0,7.14,0,0,7.14,0,0,0,0,0,0,14.29,0,0,0,0,21.43,0,0,0,21.43,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,14.29,7.14,0,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,I'm not on sale! Hahha ?,5,8.19,1,99,25.77,2.5,0,80,60,20,20,20,0,0,0,0,0,0,20,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,60,0,0,0,0,20,20,0,0,20,0,0
HUMAN,Stephen Hawking and Elon Musk Endorse 23 Principles for A.I.  What do you think about it?,17,41.45,72.17,6.2,25.77,8.5,23.53,58.82,52.94,23.53,11.76,5.88,0,5.88,0,0,11.76,5.88,11.76,5.88,5.88,5.88,0,11.76,0,0,5.88,5.88,0,0,0,0,0,0,0,5.88,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,11.76,0,0,0,5.88,0,0,0,0,0,0
MACHINE,"Interesting! Is good to see the will to use AI for the common good. I agree, AI should be available to everyone ?",22,92.84,50,1,99,7.33,13.64,86.36,54.55,9.09,4.55,4.55,0,0,0,0,4.55,9.09,18.18,18.18,0,0,0,27.27,4.55,0,0,0,0,18.18,18.18,0,0,0,0,4.55,0,0,0,0,13.64,0,4.55,4.55,0,4.55,0,4.55,4.55,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,18.18,4.55,4.55,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,18.18,4.55,4.55,0,0,4.55,4.55,0,0,0,0,0
HUMAN,Have you created some music yet?,6,1.8,99,23.51,99,6,16.67,100,50,16.67,16.67,0,0,16.67,0,0,0,0,0,16.67,16.67,0,0,33.33,0,0,0,0,16.67,16.67,16.67,0,0,0,0,16.67,0,0,0,0,33.33,0,16.67,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,0,16.67,0,16.67,0,0,0,16.67,16.67,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0
MACHINE,Not yet! I'll let you know ?,6,1,4.8,99,25.77,3,0,100,83.33,33.33,33.33,16.67,0,16.67,0,0,0,0,0,33.33,16.67,0,16.67,50,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,33.33,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,16.67,16.67,0,0,16.67,0,0
HUMAN,ok),1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,100,0
HUMAN,Now my bot is capable to tell the day of the week,12,98.02,50,98.01,25.77,12,8.33,91.67,58.33,8.33,8.33,8.33,0,0,0,0,0,16.67,16.67,8.33,8.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,25,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Nice work! ? thanks for adding that feature,7,92.84,50,1,99,3.5,14.29,85.71,28.57,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,14.29,14.29,0,0,0,14.29,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,0,14.29,0,0,28.57,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,14.29,14.29,0,0,0,0,0
